Ticket_ID,Name,Gender,City_From,City_To,Price
37-2012616,Gookey,F,Rostov-on-Don,Voronezh,$13.01
57-3537677,Coviello,F,Voronezh,Voronezh,$8.84
81-6609530,Dosdill,F,Voronezh,Rostov-on-Don,$5.04
48-4767901,Sowersby,M,Voronezh,Voronezh,$12.90
63-0075753,Colyer,F,Rostov-on-Don,Stavropol,$7.99
26-2360690,Smittoune,M,Voronezh,Moscow,$7.52
34-3481055,Punchard,F,Stavropol,Rostov-on-Don,$5.39
48-3901871,Agney,F,Voronezh,Stavropol,$6.43
48-1903413,Minnock,F,Voronezh,Rostov-on-Don,$11.10
37-9186861,ducarme,F,Moscow,Rostov-on-Don,$9.37
31-5220353,Juliff,F,Moscow,Stavropol,$13.48
38-8212387,Simeon,M,Stavropol,Voronezh,$7.85
74-9056741,Ramsier,M,Moscow,Rostov-on-Don,$12.75
23-9624325,Friberg,M,Rostov-on-Don,Moscow,$14.67
95-2352569,Burgh,M,Voronezh,Stavropol,$11.69
49-3474466,Crus,F,Stavropol,Moscow,$11.43
55-5313402,Klageman,M,Rostov-on-Don,Moscow,$8.14
87-7276711,MacGinlay,F,Stavropol,Stavropol,$7.42
86-6596970,Trevaskiss,F,Rostov-on-Don,Rostov-on-Don,$10.56
58-9590830,Ferreo,F,Stavropol,Rostov-on-Don,$7.29
48-3231395,Baise,M,Moscow,Stavropol,$7.68
54-4275435,Markovic,F,Moscow,Moscow,$10.46
14-2193509,Sawden,M,Rostov-on-Don,Stavropol,$11.92
21-1043145,Brigdale,F,Moscow,Rostov-on-Don,$13.37
76-6013051,Wimp,F,Stavropol,Rostov-on-Don,$14.94
29-9920223,Henriet,M,Stavropol,Rostov-on-Don,$9.51
82-0967592,Izkovicz,M,Rostov-on-Don,Voronezh,$5.98
60-7528051,Cestard,M,Moscow,Stavropol,$11.88
05-7889788,McKirton,M,Moscow,Rostov-on-Don,$9.11
59-3831509,Curling,F,Rostov-on-Don,Moscow,$11.62
95-5015900,McBratney,M,Voronezh,Stavropol,$7.74
81-5649430,Nials,M,Stavropol,Moscow,$12.89
04-3160902,Mungin,F,Moscow,Voronezh,$11.09
47-6743974,Eich,F,Voronezh,Rostov-on-Don,$8.48
06-3028999,Ramalhete,M,Moscow,Rostov-on-Don,$11.49
81-8162527,Sand,M,Rostov-on-Don,Stavropol,$6.28
99-9785313,Wastell,F,Moscow,Moscow,$5.80
35-9073226,Hedge,F,Stavropol,Voronezh,$5.82
61-7848089,Latham,M,Stavropol,Moscow,$9.63
77-9705363,Colisbe,M,Voronezh,Voronezh,$13.05
03-3733940,Round,F,Rostov-on-Don,Stavropol,$7.03
95-1877492,Farey,M,Stavropol,Voronezh,$11.63
72-5443302,Cafe,M,Voronezh,Stavropol,$14.70
48-3960874,Jachimczak,F,Moscow,Stavropol,$9.52
88-7920854,Middlemass,M,Rostov-on-Don,Moscow,$9.09
84-0908214,McCaighey,M,Moscow,Voronezh,$14.74
49-5721441,Hoopper,F,Moscow,Stavropol,$8.95
00-9188107,Rushman,F,Voronezh,Stavropol,$7.71
01-5967384,Biddlecombe,M,Moscow,Voronezh,$11.57
40-1767980,Cranefield,M,Rostov-on-Don,Rostov-on-Don,$14.36
38-9591616,McKeveney,F,Stavropol,Moscow,$14.14
39-4179932,Pond-Jones,F,Moscow,Moscow,$10.53
50-3629620,Pine,M,Moscow,Rostov-on-Don,$8.63
48-0404393,MacLaughlin,M,Stavropol,Voronezh,$10.13
00-5261149,Stainer,F,Moscow,Voronezh,$11.53
01-5159167,Wilcher,F,Rostov-on-Don,Rostov-on-Don,$13.26
15-3721623,Snozzwell,M,Rostov-on-Don,Rostov-on-Don,$5.96
87-1749858,Forward,F,Stavropol,Stavropol,$7.05
65-4575762,Crenshaw,M,Stavropol,Moscow,$8.90
95-1611649,Sikorsky,M,Voronezh,Voronezh,$12.38
63-6658449,Hearns,F,Moscow,Rostov-on-Don,$6.80
28-8433827,O'Hollegan,M,Voronezh,Voronezh,$7.91
40-2476167,Petracci,M,Voronezh,Rostov-on-Don,$9.49
68-7958087,Klammt,M,Stavropol,Voronezh,$6.77
85-2323656,Huxham,F,Voronezh,Stavropol,$14.21
40-1332661,Geelan,F,Rostov-on-Don,Rostov-on-Don,$6.78
13-6509268,Downey,F,Voronezh,Voronezh,$12.03
19-1346785,Frantzen,F,Moscow,Stavropol,$8.18
52-6356236,Penlington,M,Voronezh,Moscow,$7.48
12-3714137,Showen,F,Moscow,Moscow,$14.02
45-5339155,Giorgietto,M,Voronezh,Moscow,$6.46
83-9961276,Snyder,M,Voronezh,Moscow,$8.25
90-6826400,Stocky,M,Rostov-on-Don,Rostov-on-Don,$13.90
61-1088510,Rockhall,F,Moscow,Moscow,$9.77
38-7068374,Walden,F,Moscow,Voronezh,$12.73
93-6288169,Lodo,F,Moscow,Rostov-on-Don,$10.27
28-2644548,Kidney,F,Voronezh,Stavropol,$10.12
31-4069803,Gerrill,M,Voronezh,Rostov-on-Don,$10.64
85-4300463,Arnke,M,Voronezh,Rostov-on-Don,$13.32
13-5779425,Jeandot,M,Rostov-on-Don,Moscow,$7.77
40-6423434,Linfoot,F,Rostov-on-Don,Stavropol,$5.40
74-6415388,Sadler,F,Voronezh,Voronezh,$13.82
46-8115259,Attride,F,Moscow,Rostov-on-Don,$14.29
01-2292696,Skamal,M,Voronezh,Stavropol,$11.67
22-7654154,Lebrun,M,Rostov-on-Don,Rostov-on-Don,$13.69
28-4120132,Curphey,M,Voronezh,Moscow,$9.02
48-6526147,Kamienski,F,Rostov-on-Don,Rostov-on-Don,$10.64
48-6883710,Forth,F,Rostov-on-Don,Rostov-on-Don,$10.37
50-4588053,Stoodley,F,Rostov-on-Don,Rostov-on-Don,$10.66
22-5281083,Stambridge,F,Stavropol,Voronezh,$10.57
63-6841785,Arlott,M,Moscow,Voronezh,$14.84
85-0119723,Upcraft,M,Moscow,Stavropol,$5.85
87-8856401,Von Helmholtz,M,Stavropol,Moscow,$6.64
19-0631629,Sargison,F,Rostov-on-Don,Voronezh,$7.78
12-8264507,Ballingal,F,Voronezh,Stavropol,$6.54
02-7335049,Terbeck,M,Voronezh,Rostov-on-Don,$10.84
31-7769509,Abry,M,Stavropol,Stavropol,$9.46
01-4093572,Cowe,M,Stavropol,Voronezh,$13.07
05-3227051,Evangelinos,F,Rostov-on-Don,Moscow,$6.66
50-4652414,McKinley,M,Stavropol,Voronezh,$8.16
38-2212047,Yerborn,F,Rostov-on-Don,Stavropol,$7.22
99-9761486,Goodwins,F,Rostov-on-Don,Rostov-on-Don,$12.26
55-5644428,Braithwaite,F,Stavropol,Rostov-on-Don,$5.50
07-1557406,Jeffry,F,Voronezh,Moscow,$7.67
99-7958878,Jewks,F,Voronezh,Voronezh,$13.47
34-8830091,Caban,M,Stavropol,Voronezh,$5.60
96-0813500,Woods,F,Stavropol,Stavropol,$6.75
92-9170754,Nunes Nabarro,M,Stavropol,Moscow,$6.14
37-0852982,De Haven,F,Rostov-on-Don,Moscow,$10.95
39-9695858,Yitzowitz,M,Rostov-on-Don,Rostov-on-Don,$7.77
40-3680742,Moakler,M,Moscow,Moscow,$9.48
59-7324871,Raithby,M,Stavropol,Voronezh,$10.17
93-4552626,Dury,F,Voronezh,Rostov-on-Don,$6.15
99-5127564,Tenny,F,Stavropol,Stavropol,$6.89
84-0745554,Billsberry,F,Moscow,Moscow,$9.95
04-8981691,Drabble,M,Stavropol,Voronezh,$11.25
84-8846110,Eastope,F,Rostov-on-Don,Stavropol,$7.05
31-4174135,Callis,F,Rostov-on-Don,Moscow,$8.26
09-7241047,Quinnelly,F,Moscow,Voronezh,$8.77
96-9163082,Stubbeley,F,Rostov-on-Don,Moscow,$8.75
31-4401576,Berford,M,Rostov-on-Don,Rostov-on-Don,$5.75
94-3955757,Elford,M,Moscow,Stavropol,$9.45
